Group.1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length
Polyplectron malacense,27.4,NA,6.8,7.5,65.1,196
Polyplectron napoleonis,26.5,NA,6.6,7.1,59.9,180
Polyplectron schleiermacheri,26.3,NA,NA,NA,NA,190
Polysticta stelleri,NA,NA,NA,NA,NA,204
Polystictus pectoralis,10.7,6.15,3.25,2.85,15.05,44.5
Polystictus superciliaris,10.25,5.85,3,2.6,15.25,43.5
Polytelis alexandrae,20.3,NA,11,16.1,19.3,187
Polytelis anthopeplus,22.65,17.75,11.55,18,19.85,190.5
Polytelis swainsonii,20.65,15.3,11.2,16.35,18.25,184.5
Polytmus guainumbi,24.5,NA,NA,2.2,NA,59
Polytmus milleri,25.45,20.25,2.1,2.6,5.05,64.15
Polytmus theresiae,21.6,16.3,2.2,2.1,NA,58
Pomarea dimidiata,17.2,NA,5.2,4.25,22.95,80.5
Pomarea fluxa,17.05,9.9,4.4,4.25,24.85,81
Pomarea iphis,19.35,NA,5.45,NA,28.4,90
Pomarea mendozae,19.8,NA,5.6,5.2,27.3,92
Pomarea mira,21.8,13.2,5.6,5.95,27.65,103.85
Pomarea nigra,19.7,NA,6.2,4.95,28.1,89.5
Pomarea nukuhivae,19.5,11.4,4.8,4.7,26.7,92.2
Pomarea whitneyi,25.05,NA,6.55,6.4,34.2,111.5
Pomatorhinus ferruginosus,30.45,NA,3.8,6.75,31.5,94
Pomatorhinus horsfieldii,30.2,NA,3.9,6.4,33.3,96.5
Pomatorhinus melanurus,28.1,NA,3.9,6,32.2,88
Pomatorhinus montanus,25.4,NA,3.9,5.8,28.1,85
Pomatorhinus musicus,24.4,NA,3.8,6.4,30.1,83
Pomatorhinus ochraceiceps,35.2,NA,3.7,6.1,29.5,95
Pomatorhinus phayrei,NA,NA,NA,NA,NA,NA
Pomatorhinus ruficollis,22.7,NA,3.2,5.4,NA,77
Pomatorhinus schisticeps,31.9,NA,3.7,6.7,32.5,95
Pomatorhinus superciliaris,50.55,43.7,3.55,4.8,31.2,76.5
Pomatostomus halli,25.25,NA,3.6,5.4,26.45,81.5
Pomatostomus ruficeps,27.6,NA,4.3,NA,NA,86
Pomatostomus superciliosus,28.4,NA,4,5.9,NA,78
Pomatostomus temporalis,31.1,NA,4.3,NA,NA,108
Poodytes albolimbatus,17.4,10.6,3.4,3.3,23.4,57.5
Poodytes carteri,14.9,NA,2.6,3.25,15.3,55
Poodytes caudatus,NA,NA,NA,NA,NA,NA
Poodytes gramineus,12.75,NA,2.25,NA,NA,54
Poodytes punctatus,17.95,9.4,3.45,4.25,22.35,68
Poodytes rufescens,13.4,9.15,3.95,4.7,26.3,65
Pooecetes gramineus,12.2,NA,4.9,6.5,19.6,78
Poospiza baeri,14.6,8.9,4.4,6.45,25.55,77.5
Poospiza boliviana,14.5,NA,4.5,5.7,20.7,77
Poospiza garleppi,18.25,10.95,5.2,6.45,27.15,86.5
Poospiza goeringi,15.6,7.55,3.8,4.6,27.9,64
Poospiza hispaniolensis,13.1,NA,4.5,5.9,20.5,60
Poospiza nigrorufa,12.7,NA,3.8,5,20.5,64
Poospiza ornata,13.75,7.65,4.1,5.15,16.8,62
Poospiza rubecula,14,8.45,4,5.35,22.05,74.5
Poospiza rufosuperciliaris,15.4,8.65,5.8,5,29.15,69
Poospiza whitii,12.7,NA,3.9,4.6,19.3,64
Poospizopsis caesar,17.3,NA,5.5,7.3,27.2,82
Poospizopsis hypocondria,16,NA,4.7,6.8,22.6,76
Porphyrio alleni,30.1,NA,5.3,9.8,47.8,150
Porphyrio flavirostris,25.25,14.1,4.1,8,37.35,132
Porphyrio hochstetteri,71.15,42.7,15.15,39.3,95.8,232.5
Porphyrio martinicus,30.15,NA,NA,12.4,55.7,176
Porphyrio porphyrio,57.6,NA,9.05,21.35,NA,232
Porphyriops melanops,24.9,10.8,3.9,7,35.75,123
Porphyrolaema porphyrolaema,17.6,NA,NA,NA,20.2,96
Porphyrospiza caerulescens,12.7,7.95,4,5.2,17.9,62.25
Porzana albicollis,NA,NA,NA,NA,32.6,110
Porzana carolina,20.2,NA,3.1,5.6,29.75,102.5
Porzana fasciata,19.55,10.65,3.65,5.8,38.4,92
Porzana fluminea,20.8,9.5,2.7,5.1,27.25,96.5
Porzana porzana,NA,NA,NA,NA,NA,114
Premnoplex brunnescens,NA,NA,NA,NA,NA,NA
Premnoplex pariae,NA,NA,NA,NA,NA,NA
Premnoplex tatei,NA,10.65,3.05,3.8,21.3,59.15
Premnornis guttuliger,NA,NA,3.2,3.75,19.15,66.55
Primolius auricollis,35.9,32.75,19.4,37.95,17.6,201
Primolius couloni,38.75,NA,NA,NA,20.55,221.15
Primolius maracana,36.45,NA,NA,38.9,13.3,214.55
Prinia atrogularis,12.95,6.9,2.3,2.7,18.3,47.5
Prinia bairdii,15.6,NA,NA,NA,21.5,54
Prinia buchanani,12.05,6.9,2.15,2.95,17.8,52.25
Prinia cinereocapilla,12.1,NA,2.3,2.5,18.9,44
Prinia crinigera,12.05,6.1,2.25,3.15,18.2,50.5
Prinia erythroptera,17.1,NA,3.1,3.7,21.4,56
Prinia familiaris,14.5,8.8,2.7,3.2,21.5,54.5
Prinia flavicans,12.7,NA,2.3,2.8,20.2,52
Prinia flaviventris,13.6,NA,3,2.7,20.7,45
Prinia fluviatilis,12.85,7.85,2.85,2.9,19.8,48.5
Prinia gracilis,11.7,6.2,2.1,2.2,16.9,45
Prinia hodgsonii,11.7,NA,2.1,2.3,18.1,46
Prinia hypoxantha,12.4,7.4,2.75,2.8,22.05,51
Prinia inornata,12.1,NA,2.2,2.6,18,50
Prinia khasiana,NA,NA,NA,NA,NA,NA
Prinia maculosa,12.3,NA,2.2,2.5,21.2,52
Prinia molleri,14.7,8.15,2.9,2.8,21.35,54
Prinia polychroa,14.4,8.05,3.05,3.8,21.8,57.5
Prinia rufescens,12.55,7.55,2.75,2.7,18.2,43.25
Prinia rufifrons,11.6,NA,2.2,2.6,19.4,45
Prinia socialis,12.8,NA,2.2,2.4,19.3,50
Prinia somalica,12,NA,2.5,2.5,18.2,50
Prinia sonitans,NA,NA,NA,NA,NA,NA
Prinia subflava,13.8,NA,NA,NA,19.7,49
Prinia superciliaris,13,7.35,2.5,3.05,20.15,47
Prinia sylvatica,14,NA,2.5,3.2,21.6,59
Prioniturus discurus,24.2,20.2,11.25,17.75,15.35,146
Prioniturus flavicans,26.65,24,15.1,21.45,19.15,180
Prioniturus luconensis,22,18.4,11.4,17.15,15.2,142
Prioniturus mada,23.9,NA,12.2,20.3,18.2,172
Prioniturus mindorensis,22.1,NA,NA,NA,NA,160
Prioniturus montanus,22.6,19.8,11.8,19.8,17.4,158.7
Prioniturus platenae,23.5,NA,12,18.4,16.2,155
Prioniturus platurus,26.7,21.75,14.3,22.5,17.4,170
Prioniturus verticalis,26.1,23.05,13.5,20.75,17.5,166.5
Prioniturus waterstradti,NA,NA,11.6,20.3,15.1,151.1
Prionochilus maculatus,NA,NA,3.7,4.1,NA,52.5
Prionochilus olivaceus,10.4,NA,3.9,4.85,13.25,54.5
Prionochilus percussus,10.6,6.45,3.1,3.8,12.9,54
Prionochilus plateni,11.05,NA,3.3,3.95,14.6,50.25
Prionochilus thoracicus,11.8,NA,4.1,4.6,14.7,63
Prionochilus xanthopygius,10,6.9,3.6,4,13.5,52
Prionodura newtoniana,23.35,NA,6.4,7.35,NA,118
Prionops alberti,24.15,15,7.15,8.1,21.95,129.25
Prionops caniceps,25.4,NA,7.7,8.5,19.5,115
Prionops gabela,21.5,12.85,5.35,6.8,19.9,107.75
Prionops plumatus,20.7,NA,NA,NA,22.4,NA
Prionops poliolophus,22.1,13.8,5.4,6.8,24.8,130
Prionops retzii,23.95,15.65,6.3,7.25,22.45,132
Prionops rufiventris,22.6,NA,6.4,7.7,19.2,109
Prionops scopifrons,22.4,NA,5.6,6.2,18.2,98
Priotelus temnurus,18.5,NA,7.4,8.5,17.8,123
Probosciger aterrimus,92.25,84.1,26.8,NA,29.9,345
Procarduelis nipalensis,12.3,NA,6.1,7,20.4,88
Procellaria aequinoctialis,52.8,NA,11.2,15.3,61.9,385
Procellaria cinerea,50,NA,9.7,13.2,56.6,331
Procellaria conspicillata,53.7,36.4,12.45,16.2,62.35,359.5
Procellaria parkinsoni,50.95,NA,12.15,15,55.3,363
Procellaria westlandica,50.9,NA,13.2,16,55.9,370
Procnias albus,26.95,10.75,7.15,5.9,26.7,150
Procnias averano,27.1,NA,8,NA,29.5,151
Procnias nudicollis,27.1,NA,7.2,5.9,30.5,150
Procnias tricarunculatus,27.65,16.1,9.8,7.6,29.25,166
Prodotiscus insignis,8.8,NA,NA,NA,11.2,64
Prodotiscus regulus,10.2,NA,4.1,3.3,11.8,78
Prodotiscus zambesiae,8.2,NA,3.4,2.5,11.8,73
Progne chalybea,15.2,NA,NA,NA,13.35,130
Progne cryptoleuca,15.4,8.7,6.1,4.8,15.05,141
Progne dominicensis,16.85,NA,NA,NA,14.6,142.85
Progne elegans,16.65,NA,NA,NA,14.2,141.8
Progne modesta,12.8,7.05,4.1,3.4,14.05,126.5
Progne murphyi,15.05,7.3,4.9,3.55,13.15,132
Progne sinaloae,14.75,7.75,5.4,4.35,14.1,139.25
Progne subis,17.4,NA,NA,NA,15.1,147.5
Progne tapera,15.6,NA,NA,NA,13.2,127
Promerops cafer,37.5,NA,3.8,3.7,23.3,93
Promerops gurneyi,31.2,NA,3.45,3.45,21.95,89.5
Prosobonia parvirostris,19.75,11.85,2.65,3.25,24.7,104
Prosopeia personata,37.05,NA,16.2,35,27,231.5
Prosopeia splendens,38.1,NA,17.4,33.8,24.6,222
Prosopeia tabuensis,39.4,NA,17.2,36.3,26.4,237
Prosthemadera novaeseelandiae,32.1,NA,NA,NA,NA,148
Protonotaria citrea,NA,NA,3.7,3.8,NA,68
Prunella atrogularis,13.15,6.95,3.45,3.5,19.05,73.75
Prunella collaris,NA,NA,NA,NA,NA,100
Prunella fulvescens,14.2,NA,3.8,3.9,20.2,75
Prunella himalayana,13.45,7.85,4.2,4.3,21.45,90.75
Prunella immaculata,14.1,NA,3.6,3.8,21.6,79
Prunella koslowi,11.5,7.3,3.5,3.5,19.8,72
Prunella modularis,NA,NA,NA,NA,NA,69
Prunella montanella,12.9,NA,3.5,3.4,19.2,72
Prunella ocularis,13.25,NA,3.65,NA,20.55,71.5
Prunella rubeculoides,13.6,NA,3.4,NA,22.9,78
Prunella rubida,13.3,NA,3.6,3.9,21,69
Prunella strophiata,13,NA,4,3.8,19.6,63
Psalidoprocne albiceps,8.8,NA,NA,NA,9.6,102
Psalidoprocne fuliginosa,NA,NA,NA,NA,9.7,98
Psalidoprocne nitens,7.8,NA,NA,NA,10,92.1
Psalidoprocne obscura,7.95,NA,NA,NA,9.15,91.15
Psalidoprocne pristoptera,9.4,NA,NA,NA,9.2,105.5
Psaltria exilis,5.7,3.25,2.5,2.7,13.15,41.5
Psaltriparus minimus,7.65,4.6,2.3,3.35,15.75,45
Psarisomus dalhousiae,NA,NA,NA,NA,26.2,98.7
Psarocolius angustifrons,NA,NA,NA,NA,43.9,NA
Psarocolius atrovirens,NA,NA,NA,NA,43.3,194
Psarocolius bifasciatus,62.15,40,10.35,16,49.55,228
Psarocolius cassini,74.5,45.4,12.3,19.4,59.5,235
Psarocolius decumanus,NA,NA,NA,NA,47.55,192
Psarocolius guatimozinus,65,38.05,10.05,15.75,50.95,214.75
Psarocolius montezuma,NA,NA,11.75,19.05,52.35,218
Psarocolius oleagineus,NA,NA,NA,NA,NA,NA
Psarocolius viridis,58.65,NA,NA,NA,50.8,220
Psarocolius wagleri,63.5,NA,11.8,17.6,37.4,177
Psarocolius yuracares,71.2,NA,12.4,NA,53.2,258
Pselliophorus luteoviridis,17.35,10.05,5.3,7.25,26.1,80.5
Pselliophorus tibialis,16.95,10.35,5.6,7.15,27.2,79
Psephotellus chrysopterygius,13,NA,7,NA,14.3,108
Psephotellus dissimilis,15.25,11.4,8,13.5,15.5,120
Psephotellus varius,15.25,11.55,8.8,14.2,16.5,132.5
Psephotus haematonotus,15.5,NA,8.2,14.2,14.9,131
Pseudasthenes cactorum,NA,11.2,3.1,3.6,20.8,58.8
Pseudasthenes humicola,NA,NA,2.9,3.6,22.45,60.9
Pseudasthenes patagonica,NA,NA,2.8,NA,19.9,56.7
Pseudasthenes steinbachi,NA,NA,2.95,3.85,21.85,64.55
Pseudastur albicollis,38.8,NA,13.9,19.45,84.05,358
Pseudastur occidentalis,38.4,24.7,12.5,18.6,76.3,346
Pseudastur polionotus,37.5,NA,12.8,NA,85.8,367
Pseudelaenia leucospodia,11.9,NA,3.5,3.3,18.1,60
Pseudeos fuscata,23.5,NA,12,19.6,18.7,150
Pseudhirundo griseopyga,8.85,NA,NA,NA,11.35,95.45
Pseudibis davisoni,178,NA,NA,19.8,85.4,413
Pseudibis papillosa,143,NA,13.6,18.5,71.6,378
Pseudobias wardi,16.45,NA,6.55,4.55,15.5,NA
Pseudobulweria aterrima,35.1,17.5,8.2,12.2,41,253
Pseudobulweria becki,33.35,17.9,6.35,NA,35.7,238
Pseudobulweria macgillivrayi,30.2,19,6.6,8.2,36.4,204
Pseudobulweria rostrata,34.75,26.45,9.6,11.8,44.8,282.5
Pseudocalyptomena graueri,11.2,6.8,6.6,4.4,19.1,63
Pseudochelidon eurystomina,14.4,8.6,5.1,5,13.8,119
Pseudocolaptes boissonneauii,NA,NA,NA,NA,25.3,104.05
Pseudocolaptes johnsoni,NA,14.4,4.9,5.8,25.8,103
Pseudocolaptes lawrencii,NA,NA,NA,NA,25.85,106.45
Pseudocolopteryx acutipennis,NA,NA,NA,2.9,18.1,46.5
Pseudocolopteryx citreola,14.7,8.1,3.5,2.9,18.8,49.1
Pseudocolopteryx dinelliana,12.9,7,3.05,2.75,18.05,46.5
Pseudocolopteryx flaviventris,NA,7.5,NA,2.8,18.2,49
Pseudocolopteryx sclateri,10,6.1,3.2,2.9,17.4,42.4
Pseudoleistes guirahuro,30.6,NA,6.5,9.6,34.1,118
Pseudoleistes virescens,30.9,NA,6.1,8.5,30.6,114
Pseudonestor xanthophrys,22.2,NA,5.2,13,22.1,72
Pseudonigrita arnaudi,14.6,NA,4.9,6.4,18.4,66.5
Pseudonigrita cabanisi,15.2,NA,5.4,7.4,17.3,66
Pseudopipra pipra,11.9,NA,NA,NA,14.15,60.75
Pseudopodoces humilis,24.8,NA,5,5.95,28.5,87.75
Pseudorectes ferrugineus,29.35,NA,8.35,9.45,36.4,135.5
Pseudorectes incertus,23.2,14.5,6.5,8.6,30.6,112.3
Pseudosaltator rufiventris,NA,NA,NA,11.4,31.5,117
Pseudoscops grammicus,30.4,NA,10.2,15.2,41.2,211
Pseudoseisura cristata,NA,NA,NA,NA,NA,NA
Pseudoseisura gutturalis,NA,NA,5.6,7.6,NA,103
Pseudoseisura lophotes,NA,17.75,5.35,7.2,33.6,117.55
Pseudoseisura unirufa,NA,15.1,4.3,5.9,29.2,98
Pseudospingus verticalis,13.2,NA,NA,NA,23.95,71.5
Pseudospingus xanthophthalmus,NA,NA,NA,3.9,20.3,67.5
Pseudotriccus pelzelni,11.65,6.4,3.75,3.2,19.35,53
Pseudotriccus ruficeps,NA,NA,NA,3,23,NA
Pseudotriccus simplex,NA,NA,NA,NA,19.8,53
Psilopogon annamensis,23,NA,NA,NA,25,95
Psilopogon armillaris,23,NA,8.3,10.4,24.9,96
Psilopogon asiaticus,25.6,18.25,9.75,11.6,25.55,104.5
Psilopogon auricularis,24,17.4,8.75,10.55,25.7,96
Psilopogon australis,17.15,14.05,7.05,8.25,18.75,74.5
Psilopogon chersonesus,26.8,18.6,9.85,11.65,27.65,97
Psilopogon chrysopogon,46,NA,15.8,17.5,31.9,122
Psilopogon corvinus,39.65,29.75,13.25,15.8,32.5,121.5
Psilopogon cyanotis,17.4,13.8,7.6,8.3,20.5,84.05
Psilopogon duvaucelii,17.6,15.2,7.7,8.45,18.05,75.85
Psilopogon eximius,16.05,12.7,7.5,8.1,19.25,76.5
Psilopogon faber,24.5,18.05,8.85,11.25,25.35,103
Psilopogon faiostrictus,27,NA,9.1,12,26.9,110
Psilopogon flavifrons,21.6,NA,7.7,9.3,23.7,90
Psilopogon franklinii,23.3,17.05,8.55,10.75,24.35,98.5
Psilopogon haemacephalus,18.5,NA,9.4,9.4,18.6,81
Psilopogon henricii,24.15,NA,10.6,11.2,21.55,NA
Psilopogon incognitus,23.35,17.8,9.05,11.4,25.1,94.5
Psilopogon javensis,37.7,NA,14.1,14.8,29.5,109
Psilopogon lagrandieri,42.8,NA,13.6,18.5,32.7,132
Psilopogon lineatus,31.5,NA,12.4,14.5,28.6,126.75
Psilopogon malabaricus,15,11.5,6.95,8.4,18.55,79
Psilopogon monticola,28.2,NA,11,12.2,26.5,103
Psilopogon mystacophanos,35.3,NA,14.65,13.25,24.6,95
Psilopogon nuchalis,23.5,NA,8.6,10.5,25.9,99
Psilopogon oorti,21.9,16.15,8,9.95,23.3,92
Psilopogon pulcherrimus,20.9,15.95,8.05,9.65,25.15,91.5
Psilopogon pyrolophus,32.9,NA,11.5,15.6,29.7,122
Psilopogon rafflesii,39.3,NA,16.8,15.3,26.7,116
Psilopogon rubricapillus,16,NA,7,8.1,18.6,74
Psilopogon virens,44.15,NA,14.9,17.65,34,137.5
Psilopogon viridis,25.1,NA,8.8,11.4,26.6,105
Psilopogon zeylanicus,32,NA,13,14.9,28.8,109
Psilopsiagon aurifrons,13.8,NA,8,13.7,12.3,92
Psilopsiagon aymara,12,NA,8.2,13,12.2,95
Psilorhamphus guttatus,NA,9.65,3.1,3.25,24.65,49
Psiloscops flammeolus,16.45,8.15,5.9,8.95,21.25,133
Psittacara acuticaudatus,31.8,NA,16.6,NA,15.2,186
Psittacara chloropterus,27.65,25.2,14.15,29.55,16.5,170
Psittacara erythrogenys,31.15,27.6,17.35,33.15,15.3,171.5
Psittacara euops,21.2,19.3,12.3,23.35,14.1,132
Psittacara finschi,28.7,NA,15.2,28.85,15.25,149.5
Psittacara frontatus,37.3,32.2,17.05,36.5,22.4,220.8
Psittacara holochlorus,NA,NA,NA,NA,NA,NA
Psittacara leucophthalmus,25.25,NA,NA,NA,14.9,172.5
Psittacara mitratus,NA,NA,NA,NA,18.8,199
Psittacara rubritorquis,28.3,NA,15.7,28,15.2,140
Psittacara wagleri,26.7,NA,NA,NA,17.2,180
Psittacella brehmii,20.4,NA,12.6,17.5,17.5,122
Psittacella lorentzi,15.3,NA,10.3,14.7,16.7,114.6
Psittacella madaraszi,15.4,NA,9,13.8,15,86
Psittacella modesta,15,12.8,8.4,13.35,13.2,92
Psittacella picta,15.1,13.4,9.8,13.9,16.4,112
Psittacula alexandri,27.4,NA,15.6,24.6,13.9,164
Psittacula caniceps,34.7,NA,16.4,26.1,21,214
Psittacula derbiana,37.35,31.15,17.8,36.65,19.25,211
Psittaculirostris cervicalis,25.85,21.5,13.85,22.35,16.65,111.55
Psittaculirostris desmarestii,23.2,NA,14.1,21.4,16.7,107
Psittaculirostris edwardsii,24.15,19.35,14.1,20.2,16.1,106
Psittaculirostris godmani,25,19.5,13.6,20.15,16.3,108.5
Psittaculirostris salvadorii,23.4,17.65,10.95,19.95,16.4,111
Psittacus erithacus,42.6,NA,17.9,NA,25.8,237
Psittacus timneh,37.1,28.6,13.9,27.5,23.8,213.95
Psitteuteles goldiei,16.8,13.55,7.55,12.2,13.05,108
Psitteuteles versicolor,16.4,NA,8.1,12.8,12.6,110
Psittinus abbotti,21,NA,NA,NA,NA,136
Psittinus cyanurus,20,NA,NA,NA,NA,120
Psittiparus bakeri,15.6,NA,5.45,10.25,26.25,86.25
Psittiparus gularis,13.2,NA,4.9,9.4,24.8,85.5
Psittiparus margaritae,15.3,9.6,5.6,9.2,25,82
Psittiparus ruficeps,15.1,9.3,5.4,10.5,24.3,86
Psittirostra psittacea,18,NA,6.5,8.3,22.9,89
Psittrichas fulgidus,41.7,NA,14.9,25,26.9,284
Psophia crepitans,40.8,NA,7.2,12.2,132.1,275
Psophia dextralis,33.7,19.8,9.2,13.8,117.4,279
Psophia leucoptera,43.35,19.55,7.55,13.35,120.45,269
Psophia obscura,29.3,19.9,NA,13.9,119.6,286
Psophia ochroptera,40.2,20.9,8.6,13.1,121.8,282
Psophia viridis,42.3,20.2,5.6,12.6,NA,285
Psophocichla litsitsirupa,27.7,NA,NA,NA,34.6,129.5
Psophocichla simensis,28.9,NA,NA,NA,36.4,136.5
Psophodes cristatus,15.2,NA,3.9,6.5,23.8,80
Psophodes nigrogularis,22.8,NA,4.1,6.9,27.9,79.5
Psophodes occidentalis,15.2,NA,4.3,6.3,23.7,80
Psophodes olivaceus,22.4,NA,5,NA,NA,95
Pteridophora alberti,23.3,NA,5.9,7.3,NA,122
Pternistis adspersus,27.8,NA,9.3,9.3,50.6,166
Pternistis afer,29.25,16.7,9.25,NA,50.9,172
Pternistis ahantensis,27.1,NA,8.5,9.6,46.4,177
Pternistis atrifrons,27,NA,NA,NA,NA,172
Pternistis bicalcaratus,31.45,16.95,9,11.2,52.9,170.5
Pternistis camerunensis,26.25,14.15,8.45,9.3,51.45,166.5
Pternistis capensis,30.6,18.35,10.3,10.55,61.6,206.5
Pternistis castaneicollis,NA,NA,NA,NA,NA,194
Pternistis clappertoni,29.9,NA,8.9,10.2,57.4,173
Pternistis erckelii,29.55,17.75,10.15,11.9,55.7,212.5
Pternistis griseostriatus,23.85,14.2,7.9,8.65,38.3,151
Pternistis hartlaubi,26.8,NA,9.5,10.5,35.3,140
Pternistis harwoodi,28,16.7,8.5,10.2,48.2,175
Pternistis hildebrandti,27.9,NA,NA,NA,NA,NA
Pternistis icterorhynchus,28.5,17.05,9.35,9.55,50.35,169.5
Pternistis jacksoni,28.3,NA,10.2,11.6,66.6,216
Pternistis leucoscepus,32.8,20.5,11.3,NA,58.75,197.5
Pternistis natalensis,28.6,NA,9.1,NA,48.7,170
Pternistis nobilis,23.05,13.65,8.05,10.35,52.65,185.5
Pternistis ochropectus,32.8,18.2,10,11.1,NA,204
Pternistis rufopictus,33.85,20.95,11.5,NA,57.8,201
Pternistis squamatus,25.85,NA,NA,NA,45.7,177
Pternistis swainsonii,31.1,19.35,10.95,11.25,53.05,188.5
Pternistis swierstrai,27.9,15.9,9,11.8,50,179
Pterocles alchata,17.6,NA,7.1,8.9,27.2,194
Pterocles bicinctus,18.9,NA,3.9,4.7,22.8,169
Pterocles burchelli,16.7,NA,4.2,4.9,24.7,159
Pterocles coronatus,18,NA,4.5,5.5,24,192
Pterocles decoratus,16.3,7.4,4.4,4.8,23.4,162
Pterocles exustus,16.9,NA,3.8,4.6,22.2,176
Pterocles gutturalis,21.4,NA,4.6,6.4,31.1,215
Pterocles indicus,17,NA,3.7,4.9,22.5,167
Pterocles lichtensteinii,NA,NA,4.2,4.8,23,174
Pterocles namaqua,17.8,NA,3.7,4.8,23.1,164
Pterocles orientalis,19.6,NA,5.7,7,25.8,227
Pterocles personatus,21.5,10.05,5.3,7.1,26.9,220
Pterocles quadricinctus,17.1,NA,3.8,4.8,26,175
Pterocles senegallus,19.9,NA,5.1,6.4,21.6,193
Pterodroma alba,26.2,21.85,7.75,9.25,31.4,266
Pterodroma arminjoniana,28.7,NA,8.8,9.5,34,282
Pterodroma atrata,30.9,21.6,7.3,8.7,37.2,295
Pterodroma axillaris,26.3,NA,6.1,8.1,29.9,210
Pterodroma baraui,32.1,24.8,9,9.6,35,269
Pterodroma brevipes,25.5,NA,5.7,6.8,26.8,213
Pterodroma cahow,37.1,21.5,7.9,9.1,34.5,245
Pterodroma caribbaea,33.5,NA,8.35,11.4,33.85,275
Pterodroma cervicalis,36.05,25.95,9.4,10.8,36,291
Pterodroma cookii,24.1,NA,5.6,6.4,25.3,214
Pterodroma defilippiana,27.2,NA,6.3,NA,27.5,227
Pterodroma deserta,32.9,20.35,7,10.1,33.6,252.5
Pterodroma externa,38.5,27.6,10.2,11.8,36.2,290
Pterodroma feae,28.05,NA,8.05,10.25,32.4,258.5
Pterodroma gouldi,39.7,28.55,9.5,13.45,47.35,310.5
Pterodroma hasitata,33,NA,8.4,12,37.3,283
Pterodroma heraldica,27,21.8,8.2,9,34.1,281
Pterodroma hypoleuca,24.8,19.15,6.75,7.7,NA,228.5
Pterodroma incerta,37.1,28,9.4,12.45,42,318
Pterodroma inexpectata,25.5,19.4,6.85,9.15,32.05,248.5
Pterodroma lessonii,37.4,NA,10.1,13.7,42.8,307
Pterodroma leucoptera,25.2,17.8,5.9,7.7,28.9,212
Pterodroma longirostris,22.75,17.05,4.75,7,26.55,211.5
Pterodroma macroptera,35.1,NA,9.7,12.4,40.3,304
Pterodroma madeira,32.1,20.3,8.4,10.5,31.8,257
Pterodroma magentae,31.2,23.6,8.7,13.9,41.2,306
Pterodroma mollis,27.2,19.5,7.2,8.95,32.1,244
Pterodroma neglecta,30.8,23.1,9.25,9.85,36.9,289.5
Pterodroma nigripennis,22.8,NA,6.4,7.4,27.6,223
Pterodroma phaeopygia,40.9,25.2,8.6,10.3,38.3,294
Pterodroma pycrofti,22.65,17.65,5.4,6.3,26.95,213
Pterodroma sandwichensis,37,24,8.3,11.1,38.8,271
Pterodroma solandri,33.1,NA,9.4,11.9,39.2,300
Pterodroma ultima,27,19.8,7.5,9.8,33.5,260
Pteroglossus aracari,101.6,NA,NA,32.5,34.8,143
Pteroglossus azara,90.25,NA,NA,NA,28.85,122.75
Pteroglossus bailloni,68,NA,20.7,26,33.4,130
Pteroglossus beauharnaisii,NA,NA,NA,NA,NA,140
Pteroglossus bitorquatus,82.55,74.8,21,28.7,29.95,116.5
Pteroglossus castanotis,115.6,NA,NA,NA,36.1,155
Pteroglossus erythropygius,101.25,91.8,27.35,30.35,34.85,149
Pteroglossus frantzii,110.5,103.3,27.4,32.4,36.9,149
Pteroglossus humboldti,90.9,NA,22.6,29.6,30.4,126.6
Pteroglossus inscriptus,81.05,NA,NA,NA,29,115
Pteroglossus pluricinctus,107.8,NA,26.8,34.9,35.1,148
Pteroglossus sanguineus,100.5,91.6,25.1,30,36.5,138
Pteroglossus sturmii,74.6,68.3,20.45,27.7,28.8,117.3
Pteroglossus torquatus,NA,NA,NA,NA,35.85,146.25
Pteroglossus viridis,83.3,73.95,21.9,29.7,29.85,118.5
Pteronetta hartlaubii,49.5,NA,19.9,15,41,272
Pterophanes cyanopterus,NA,NA,NA,NA,6.9,105.3
Pteroptochos castaneus,NA,NA,NA,6.8,45,103.5
Pteroptochos megapodius,NA,NA,4.9,NA,42.2,97
Pteroptochos tarnii,NA,NA,4.7,6.2,45.7,103.2
Pteruthius aenobarbus,NA,NA,4.65,NA,NA,59
Pteruthius aeralatus,19.1,NA,6.45,6.1,28.1,80.5
Pteruthius flaviscapis,16.8,NA,5.9,5.7,25.1,70
Pteruthius melanotis,11.75,NA,3.95,3.85,20.7,59
Pteruthius rufiventer,21,NA,6.1,6.45,30.2,88.5
Pteruthius xanthochlorus,11.9,NA,3.85,3.95,21.95,62
Ptilinopus alligator,21.55,10.25,5.45,4.9,25.25,186.7
Ptilinopus arcanus,13.9,6.1,3.5,3.8,18.3,100
Ptilinopus aurantiifrons,18.5,9.5,4.65,4.1,22.9,129.5
Ptilinopus chalcurus,19.05,7.25,3.5,3.65,26.5,135
Ptilinopus chrysogaster,19.4,8.6,4.5,4.6,23.55,137.7
Ptilinopus cinctus,20.3,NA,4.5,NA,25.5,156
Ptilinopus coralensis,18.05,7.7,3.7,4,26.9,125.5
Ptilinopus coronulatus,15.85,7.65,3.55,3.5,19.4,117
Ptilinopus dohertyi,22.5,10.5,5.2,4.7,29.8,178
Ptilinopus dupetithouarsii,18.85,7.75,4.35,4.3,24.3,144
